"PWS ID","PWS Name","Primacy Agency","Owner Type","Primary Source","Population Served Count","Address Line1","Address Line2","City Name","State Code","Zip Code","First Reported Date","Last Reported Date"
"WA5394350","WENATCHEE, CITY OF","Washington","Local government","Ground water","24,300","PO Box 519","-","Wenatchee","WA","98807-0519","07-FEB-1981","22-JUN-2018"
"MN1220010","Wells","Minnesota","Local government","Ground water","2,225","101 First Street SE","P.O. Box 96","Wells","MN","56097","24-JAN-1981","07-JUN-2018"
"MN1460011","Welcome","Minnesota","Local government","Ground water","653","Welcome City Hall","P.O. Box 72","Welcome","MN","56181-0072","24-JAN-1981","07-JUN-2018"
"MN1270054","Wayzata","Minnesota","Local government","Ground water","4,678","Wayzata City Hall","600 Rice Street","Wayzata","MN","55391","24-JAN-1981","07-JUN-2018"
"MN1860019","Waverly","Minnesota","Local government","Ground water","975","Waverly City Hall","P.O. Box 189","Waverly","MN","55390-0189","24-JAN-1981","07-JUN-2018"
"WI2410596","WAUWATOSA WATERWORKS","Wisconsin","Local government","Surface water purchased","49,064","7725 W NORTH AVE","-","Wauwatosa","WI","53213-1777","28-JAN-1981","14-JUN-2018"
"WI7370102","WAUSAU WATERWORKS","Wisconsin","Local government","Ground water","39,106","407 Grant St","-","Wausau","WI","54403","28-JAN-1981","14-JUN-2018"
"WI1130265","WAUNAKEE WATERWORKS","Wisconsin","Local government","Ground water","13,322","500 W MAIN ST","PO BOX 100","Waunakee","WI","53597-0100","28-JAN-1981","14-JUN-2018"
"WI2680238","WAUKESHA WATER UTILITY","Wisconsin","Local government","Ground water","70,718","115 Delafield Street","-","Waukesha","WI","53188","28-JAN-1981","14-JUN-2018"
"MN1470010","Watkins","Minnesota","Local government","Ground water purchased","958","City Hall","P.O. Box 306","Watkins","MN","55389","24-JAN-1981","07-JUN-2018"
"MN1400015","Waterville","Minnesota","Local government","Ground water","1,868","Waterville City Hall","200 Third Street South","Waterville","MN","56096-1413","24-JAN-1981","07-JUN-2018"
"MN1020005","GreyStone MHP","Minnesota","Private","Ground water","560","100 Angel Avenue SW","-","Watertown","MN","55388","24-JAN-1981","07-JUN-2018"
"MN1100012","Watertown","Minnesota","Local government","Ground water","4,286","Watertown City Hall","P.O. Box 279","Watertown","MN","55388-0279","24-JAN-1981","07-JUN-2018"
"WI2520202","WATERFORD WATERWORKS","Wisconsin","Local government","Ground water","5,368","123 N RIVER ST","-","Waterford","WI","53185-4149","28-JAN-1981","14-JUN-2018"
"WA5393400","WASHOUGAL, CITY OF","Washington","Local government","Ground water","18,790","1701 C Street","-","Washougal","WA","98671","07-FEB-1981","22-JUN-2018"
"MN1810004","Waseca","Minnesota","Local government","Ground water","9,124","City Hall","508 South State Street","Waseca","MN","56093-3033","24-JAN-1981","07-JUN-2018"
"MN1680006","Warroad","Minnesota","Local government","Ground water","1,789","P.O. Box 50","-","Warroad","MN","56763-0050","24-JAN-1981","07-JUN-2018"
"MN1450012","Warren","Minnesota","Local government","Ground water","1,585","Warren City Hall","120 East Bridge Avenue","Warren","MN","56762-1510","24-JAN-1981","07-JUN-2018"
"MN1450005","Marshall-Polk Rural Water System","Minnesota","Local government","Ground water","3,295","401 North Main","-","Warren","MN","56762","24-JAN-1981","07-JUN-2018"
"WA5392850","WARDEN, CITY OF","Washington","Local government","Ground water","3,755","121 S Main St","-","Warden","WA","98857","07-FEB-1981","22-JUN-2018"
"WA5392800","WAPATO WATERWORKS","Washington","Local government","Ground water","5,962","Wapato Waterworks","205 E Third St","Wapato","WA","98951","07-FEB-1981","22-JUN-2018"
"MN1250018","Wanamingo","Minnesota","Local government","Ground water","1,089","Wanamingo City Hall","P.O. Box 224W","Wanamingo","MN","55983","24-JAN-1981","07-JUN-2018"
"MN1640014","Walnut Grove","Minnesota","Local government","Ground water","825","Walnut Grove City Hall","311 6th Street, PO Box 335","Walnut Grove","MN","56180","24-JAN-1981","07-JUN-2018"
"WA5392475","VALLE LINDO HOMES","Washington","Local government","Ground water","787","PO Box 392","-","Walla Walla","WA","99362","07-FEB-1981","22-JUN-2018"
"WA5392500","WALLA WALLA WATER DIVISION","Washington","Local government","Surface water","34,858","City of Walla Walla","15 N Third","Walla Walla","WA","99362","07-FEB-1981","22-JUN-2018"
"WA5329550","GREEN TANK IRR DISTRICT 11","Washington","Local government","Ground water","553","74 Kooskooskie","-","Walla Walla","WA","99362","07-FEB-1981","22-JUN-2018"
"WA5392470","WALLA WALLA UNIVERSITY","Washington","Private","Ground water","1,252","PO Box 392","-","Walla Walla","WA","99362","07-FEB-1981","22-JUN-2018"
"WA5369250","PRESCOTT, TOWN OF","Washington","Local government","Ground water","522","PO Box 392","-","Walla Walla","WA","99362","07-FEB-1981","22-JUN-2018"
"MN1110013","Walker","Minnesota","Local government","Ground water","934","Walker City Hall","P.O. Box 207","Walker","MN","56484","24-JAN-1981","07-JUN-2018"
"WA5392250","Waitsburg City of","Washington","Local government","Ground water","1,883","PO Box 35","-","Waitsburg","WA","99361","07-FEB-1981","22-JUN-2018"
"MN1730039","Waite Park","Minnesota","Local government","Ground water","7,639","Waite Park City Hall","19 - 13th Avenue North, P.O. Box 339","Waite Park","MN","56387-0339","24-JAN-1981","07-JUN-2018"
"MN1800004","Wadena","Minnesota","Local government","Ground water","4,103","Wadena City Hall","P.O. Box 30","Wadena","MN","56482-0030","24-JAN-1981","07-JUN-2018"
"MN1100010","Waconia","Minnesota","Local government","Ground water","11,065","Waconia City Hall","201 South Vine Street","Waconia","MN","55387","24-JAN-1981","07-JUN-2018"
"WI7210110","WABENO SANITARY DIST 1","Wisconsin","Local government","Ground water","750","Wabeno Sanitary Dist","PO Box 4","Wabeno","WI","54566","28-JAN-1981","14-JUN-2018"
"MN1640013","Wabasso","Minnesota","Local government","Ground water","693","P.O. Box 60","-","Wabasso","MN","56293","24-JAN-1981","07-JUN-2018"
"MN1790013","Wabasha","Minnesota","Local government","Ground water","2,521","P.O. Box 268","-","Wabasha","MN","55981-0268","24-JAN-1981","07-JUN-2018"
"VA1197345","WYTHE COUNTY EAST","Virginia","Local government","Surface water purchased","5,065","340 South Sixth Street","-","WYTHEVILLE","VA","24382","10-FEB-1979","22-MAY-2018"
"VA1197810","WYTHEVILLE, TOWN OF","Virginia","Local government","Surface water","7,804","150 East Monroe Street","P. O. Drawer 533","WYTHEVILLE","VA","24382","10-FEB-1979","22-MAY-2018"
"PA3060083","WYOMISSING BORO WATER SYSTEM","Pennsylvania","Local government","Surface water purchased","8,500","22 READING BLVD","-","WYOMISSING","PA","19610","12-FEB-1979","28-JUN-2018"
"IL1750200","WYOMING","Illinois","Local government","Ground water","1,424","CITY OF WYOMING","108 E WILLIAMS ST","WYOMING","IL","61491","13-FEB-1981","13-JUN-2018"
"MI0007220","WYOMING","Michigan","Local government","Surface water","72,125","2350 Ivanrest Avenue SW","-","WYOMING","MI","49418","03-FEB-1981","26-JUN-2018"
"IA5396039","WYOMING WATER SYSTEM","Iowa","Local government","Ground water","515","ATTN ROD GRAVEL WATER SUPERINTENDENT","PO BOX 76","WYOMING","IA","52362","27-FEB-1979","29-JUN-2018"
"RI1000040","RICHMOND WATER SUPPLY BOARD","Rhode Island","Local government","Ground water","2,501","5 RICHMOND TOWNHOUSE ROAD","-","WYOMING","RI","02898","21-AUG-1981","17-MAY-2018"
"WI1110124","WYOCENA WATERWORKS","Wisconsin","Local government","Ground water","768","165 E DODGE ST","PO BOX 913","WYOCENA","WI","53969-0913","28-JAN-1981","14-JUN-2018"
"OK1010812","WYNNEWOOD WATER & LIGHT","Oklahoma","Local government","Surface water","2,307","Mike Perry, Mayor","207 W. Robert S. Kerr","WYNNEWOOD","OK","73098","11-MAR-1980","28-JUN-2018"
"AR0000163","WYNNE WATERWORKS","Arkansas","Local government","Ground water","8,837","121 EAST MERRIMAN","-","WYNNE","AR","72396","29-MAR-1979","18-JUN-2018"
"NE3106710","WYMORE, CITY OF","Nebraska","Local government","Ground water","1,656","115 WEST E ST","-","WYMORE","NE","68466","04-APR-1979","29-JUN-2018"
"TX0430033","EAST FORK SUD","Texas","Local government","Surface water purchased","13,596","1355 TROY RD","-","WYLIE","TX","75098-6615","14-MAR-1980","18-JUN-2018"
"TX0430011","CITY OF WYLIE","Texas","Local government","Surface water purchased","41,043","300 COUNTRY CLUB DR BLDG 100","-","WYLIE","TX","75098-3000","14-MAR-1980","18-JUN-2018"
"TX0430051","WYLIE NORTHEAST SUD","Texas","Local government","Surface water purchased","4,557","PO BOX 1029","-","WYLIE","TX","75098-1029","14-MAR-1980","18-JUN-2018"
"WV3302525","BINGAMON PSD","West Virginia","Local government","Surface water purchased","1,213","-","PO BOX 47","WYATT","WV","26463","27-MAR-1979","22-MAY-2018"
"IL0111150","WYANET","Illinois","Local government","Ground water","941","116 NORTH LOCUST STREET","P.O. BOX 373","WYANET","IL","61379","13-FEB-1981","13-JUN-2018"
"MI0007210","WYANDOTTE","Michigan","Local government","Surface water","25,883","3200 Biddle Ave, Ste 200","-","WYANDOTTE","MI","48192","03-FEB-1981","26-JUN-2018"
"OK2005840","OTTAWA CO RWD #5","Oklahoma","Local government","Ground water","750","Rick Gideon, President of the Board","212 S. Main, Ste B","WYANDOTTE","OK","74370","11-MAR-1980","28-JUN-2018"
"PA2080034","WYALUSING MUNICIPAL AUTHORITY","Pennsylvania","Local government","Ground water","700","P.O. BOX 61","-","WYALUSING","PA","18853","12-FEB-1979","28-JUN-2018"
"NY5201350","NEW TWIN LAKES VILLAGE","New York","Private","Ground water","900","JCO, INC.","PO BOX 616","WURTSBORO","NY","12790","29-JAN-1981","20-JUN-2018"
"NY5203352","WURTSBORO VILLAGE WATER SUPPLY","New York","Local government","Ground water","1,265","JCO, INC.","PO BOX 616","WURTSBORO","NY","12790","29-JAN-1981","20-JUN-2018"
"NY5203012","WOODBOURNE CORRECTIONAL FACILITY","New York","State government","Ground water","900","PO Box 616","-","WURTSBORO","NY","12790","29-JAN-1981","20-JUN-2018"
"NY5201346","KINNEBROOK VILLAGE","New York","Private","Ground water","680","JCO, INC.","PO BOX 616","WURTSBORO","NY","12790","29-JAN-1981","20-JUN-2018"
"KY0450479","WURTLAND WATER DEPARTMENT","Kentucky","Local government","Surface water purchased","1,815","500 WURTLAND AVE","-","WURTLAND","KY","41144","10-FEB-1979","16-MAY-2018"
"NC0465020","WRIGHTSVILLE BEACH WATER SYST","North Carolina","Local government","Ground water","5,212","200 PARMELE BLVD","-","WRIGHTSVILLE BEACH","NC","28480","12-MAR-1980","28-JUN-2018"
"PA7670097","WRIGHTSVILLE BORO MUNI AUTH","Pennsylvania","Local government","Surface water","4,076","PO BOX 187","-","WRIGHTSVILLE","PA","17368","12-FEB-1979","28-JUN-2018"
"GA1670002","WRIGHTSVILLE","Georgia","Local government","Ground water","3,757","2566 EAST ELM STREET","-","WRIGHTSVILLE","GA","31096","12-MAR-1980","04-MAY-2018"
"NJ0340001","WRIGHTSTOWN MUA","New Jersey","Local government","Ground water","748","21 SAYLORS POND ROAD","-","WRIGHTSTOWN","NJ","08562","01-MAR-1980","21-JUN-2018"
"WI4050464","WRIGHTSTOWN WATERWORKS","Wisconsin","Local government","Surface water purchased","2,830","352 HIGH ST","-","WRIGHTSTOWN","WI","54180","28-JAN-1981","14-JUN-2018"
"OH2903412","WRIGHT-PATTERSON AFB AREA A PWS","Ohio","Federal government","Ground water","16,551","88 CES/CEOER","1450 LITTRELL RD","WRIGHT PATTERSON AFB","OH","45433","30-JAN-1981","26-JUN-2018"
"OH2903312","WRIGHT-PATTERSON AFB AREA B PWS","Ohio","Federal government","Ground water","11,034","88 CES/CEOER","1450 LITTRELL RD","WRIGHT PATTERSON AFB","OH","45433","30-JAN-1981","26-JUN-2018"
"MO6010874","WRIGHT CITY PWS","Missouri","Local government","Ground water","3,500","203 VETERANS MEMORIAL PARKWAY","PO BOX 436","WRIGHT CITY","MO","63390-0000","07-MAR-1980","29-JUN-2018"
"MO6036142","INNSBROOK","Missouri","Private","Ground water","810","1 ASPEN CIR","-","WRIGHT CITY","MO","63390-0000","07-MAR-1980","29-JUN-2018"
"WY5600136","WRIGHT WATER & SEWER DISTRICT","Wyoming","Local government","Ground water","2,500","BOX 549","-","WRIGHT","WY","82732","13-FEB-1979","20-JUN-2018"
"MA4350000","WRENTHAM WATER DIVISION","Massachusetts","Local government","Ground water","11,668","P.O. BOX 658","360 TAUNTON STREET","WRENTHAM","MA","02093","26-FEB-1979","18-JUN-2018"
"MA4350001","WRENTHAM DEVELOPMENTAL CENTER","Massachusetts","State government","Ground water","1,309","P.O. BOX 144","-","WRENTHAM","MA","02093","26-FEB-1979","18-JUN-2018"
"GA1630005","WRENS","Georgia","Local government","Ground water","2,400","POB 125","-","WRENS","GA","30833-0125","12-MAR-1980","04-MAY-2018"
"CO0163010","WRAY CITY OF","Colorado","Local government","Ground water","2,387","-","PO BOX 35","WRAY","CO","80758","20-MAR-1979","15-MAY-2018"
"WV3302524","WORTHINGTON TOWN OF","West Virginia","Local government","Surface water","680","-","PO BOX 265","WORTHINGTON","WV","26591","27-MAR-1979","22-MAY-2018"
"PA5030027","WORTHINGTON WEST FRANKLIN JMA","Pennsylvania","Local government","Ground water","1,500","102 W MAIN ST","-","WORTHINGTON","PA","16262","12-FEB-1979","28-JUN-2018"
"KY0450478","WORTHINGTON MUNICIPAL WATER WORKS","Kentucky","Local government","Surface water purchased","1,673","PO BOX 366","-","WORTHINGTON","KY","41183","10-FEB-1979","16-MAY-2018"
"MA1349000","WORTHINGTON FIRE DISTRICT","Massachusetts","Local government","Ground water","565","P.O. BOX 533","-","WORTHINGTON","MA","01098","26-FEB-1979","18-JUN-2018"
"SD4600377","WORTHING","South Dakota","Local government","Ground water purchased","877","208 S MAIN-PO BOX 277","-","WORTHING","SD","57077","13-FEB-1979","30-APR-2018"
"TX0810003","CITY OF WORTHAM","Texas","Local government","Ground water purchased","1,082","PO BOX 186","-","WORTHAM","TX","76693-0186","14-MAR-1980","18-JUN-2018"
"IL0313360","WORTH","Illinois","Local government","Surface water purchased","11,300","7112 W. 111th St.","-","WORTH","IL","60482","13-FEB-1981","13-JUN-2018"
"ID1280206","WORLEY CITY OF","Idaho","Local government","Ground water","550","PO BOX 219","-","WORLEY","ID","83876","13-MAR-1980","01-JUN-2018"
"WY5600197","WORLAND UTILITIES COMMISSION","Wyoming","Local government","Ground water purchased","5,487","101 Grace Avenue","-","WORLAND","WY","82401","13-FEB-1979","20-JUN-2018"
"IL1191200","WORDEN","Illinois","Local government","Surface water purchased","1,044","PO BOX 355","115 W WALL ST","WORDEN","IL","62097-1138","13-FEB-1981","13-JUN-2018"
"MT0000022","WORDEN BALLANTINE YELLOWSTONE","Montana","Local government","Ground water","800","PO BOX 213","-","WORDEN","MT","59088","13-FEB-1979","21-JUN-2018"
"NY3800160","WORCESTER WD #2 - WORCESTER","New York","Local government","Ground water","656","-","Town Hall, 26 South Hill Road","WORCESTER","NY","12197","29-JAN-1981","20-JUN-2018"
"MA2348000","WORCESTER DPW, WATER SUPPLY DIVISION","Massachusetts","Local government","Surface water","181,045","18 EAST WORCESTER ST","-","WORCESTER","MA","01604","26-FEB-1979","18-JUN-2018"
"AR0000196","WOOSTER WATERWORKS","Arkansas","Local government","Surface water purchased","3,794","P O BOX 188","-","WOOSTER","AR","72181","29-MAR-1979","18-JUN-2018"
"OH8504512","WOOSTER CITY PWS","Ohio","Local government","Ground water","27,023","1020 Old Columbus Rd","-","WOOSTER","OH","44691","30-JAN-1981","26-JUN-2018"
"SD4600376","WOONSOCKET","South Dakota","Local government","Ground water","655","PO BOX 456","-","WOONSOCKET","SD","57385","13-FEB-1979","30-APR-2018"
"RI1559518","WOONSOCKET WATER DIVISION","Rhode Island","Local government","Surface water","42,856","P.O. BOX B","1500 MANVILLE STREET","WOONSOCKET","RI","02895","08-MAR-1979","17-MAY-2018"
"MO3024169","COOPER COUNTY PWSD 1","Missouri","Local government","Ground water","562","25383 HWY 179","-","WOOLDRIGE","MO","65287-0000","07-MAR-1980","29-JUN-2018"
"LA1079027","TOWN OF WOODWORTH WATER SYSTEM","Louisiana","Local government","Ground water","3,405","TOWN OF WOODWORTH","PO BOX 228","WOODWORTH","LA","71485","06-MAR-1980","13-JUN-2018"
"TX1550048","CITY OF WOODWAY","Texas","Local government","Surface water purchased","8,452","922 ESTATES DR","-","WOODWAY","TX","76712-3432","14-MAR-1980","18-JUN-2018"
"IA2576036","WOODWARD WATER SUPPLY","Iowa","Local government","Ground water","1,024","ATTN CHRIS NEWLAND WATER SUPT","809 IRONWOOD AVE  PO BOX 517","WOODWARD","IA","50276-0517","27-FEB-1979","29-JUN-2018"
"OK2007701","WOODWARD","Oklahoma","Local government","Ground water","15,000","John Meinders, Mayor","722 Main st","WOODWARD","OK","73801","11-MAR-1980","28-JUN-2018"
"OK2007710","WOODWARD CO RWD #2","Oklahoma","Local government","Ground water","920","Jim McCormick, Chairman","203576 E. CR 44","WOODWARD","OK","73801","11-MAR-1980","28-JUN-2018"
"IA0800923","WOODWARD RESOURCE CENTER","Iowa","State government","Ground water","1,370","ATTN TROY WILSON","1251 334TH ST","WOODWARD","IA","50276","27-FEB-1979","29-JUN-2018"
"TX2290001","CITY OF WOODVILLE","Texas","Local government","Ground water","5,085","400 W BLUFF ST","-","WOODVILLE","TX","75979-5122","14-MAR-1980","18-JUN-2018"
"MS0790002","BUFFALO WATER ASSOCIATION","Mississippi","Public/Private","Ground water","1,016","10488 HWY 61 N","-","WOODVILLE","MS","39669","28-FEB-1979","28-JUN-2018"
"MS0790007","TOWN OF WOODVILLE","Mississippi","Local government","Ground water","3,200","P O BOX 605","-","WOODVILLE","MS","39669","28-FEB-1979","28-JUN-2018"
"TX2290011","SENECA WSC","Texas","Local government","Ground water","779","PO BOX 27","-","WOODVILLE","TX","75979-0027","14-MAR-1980","18-JUN-2018"
"TX2290007","CYPRESS CREEK WSC","Texas","Local government","Ground water","708","PO BOX 536","-","WOODVILLE","TX","75979-0536","14-MAR-1980","18-JUN-2018"
"MS0790005","OLD RIVER WATER ASSN","Mississippi","Public/Private","Ground water","3,337","P O BOX 580","-","WOODVILLE","MS","39669","28-FEB-1979","28-JUN-2018"
"CA5410025","WOODVILLE PUBLIC UTILITY DIST","California","Local government","Ground water","1,673","P.O. BOX 4567","-","WOODVILLE","CA","93258","22-MAR-1979","17-MAY-2018"
"OH7200912","WOODVILLE VILLAGE","Ohio","Local government","Ground water","2,135","530 LIME ST","PO BOX 156","WOODVILLE","OH","43469-0156","30-JAN-1981","26-JUN-2018"
"NH1101040","WOODSVILLE WATER AND LIGHT","New Hampshire","Local government","Surface water","2,075","4900 DARTMOUTH COLLEGE HWY","-","WOODSVILLE","NH","03785","08-MAR-1979","26-APR-2018"
"NJ1715001","WOODSTOWN WATER DEPARTMENT","New Jersey","Local government","Ground water","3,613","P O BOX 286","-","WOODSTOWN","NJ","08098","01-MAR-1980","21-JUN-2018"
"IL1110950","WOODSTOCK","Illinois","Local government","Ground water","24,770","326 WASHINGTON STREET","-","WOODSTOCK","IL","60098","13-FEB-1981","13-JUN-2018"
"VA2171250","STONEY CREEK SANITARY DISTRICT","Virginia","Local government","Groundwater under influence of surface water","2,450","600 North Main Street, Suite 106","-","WOODSTOCK","VA","22664","10-FEB-1979","22-MAY-2018"
